year,date,exam_type,subject,question_no,question,option_A,option_B,option_C,option_D,correct_answers,notes,_場次
110,2021/11/6,保健食品初級工程師,食品科學概論,39,下列何者用以表示油脂的不飽和程度？,過氧化價（peroxide value）,酸價（acid value）,皂化價（saponification value）,碘價（iodine value） ,D,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,39,HACCP 與申請驗證之作業流程中，廠商在驗證作業時不需要提供下列何種資料？,HACCP 計畫書,營業稅繳交證明,引用法令/法規之清單,工廠生產流程圖,B,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,40,若以分光光度計評估樣品中葉綠素含量，請問X與Y 軸分別是哪兩個變因？,濃度、吸光值,溫度、濃度,時間、吸光值,濕度、濃度,A,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,40,通常含有胺基之化合物、還原糖及水在高溫下反應產生黃褐色物質稱為什麼反應？,焦糖化反應,冬化反應,梅納反應,酵素性褐變反應,C,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,41,利用紫外線分光度計法檢測芳香族胺基酸，波⻑設定在多少nm？,220,250,280,336,C,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,41,有關α-澱粉酶的敘述下列何者是錯誤的？,"可隨機切斷α-1,4-葡萄糖苷鍵結",是一種外切酵素,能迅速降低澱粉液的黏度,又稱為液化酵素,B,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,42,下列何者不是磷酸鈉（Sodium Phosphate）具備之功能？,抗氧化,穩定pH值,產生CO,促進鈣吸收,D,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,42,下列測量水分的方法中，何者不需要用到加熱？,蒸餾法,擴散法,碘量法,減壓乾燥法,C,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,43,通常含有胺基之化合物、還原糖及⽔在高溫下反應產生黃褐色物質稱為什麼反應？,焦糖化反應,冬化反應,梅納反應,酵素性褐變反應,C,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,43,下列有關梅納反應（Maillard reaction）的敘述，何者有誤？,通常是還原糖與胺基酸之間的反應,最終產物通常是褐色物質,與烘焙食品之顏色有關,是一種酵素性褐變,D,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,44,"下列何者可作為製造豆腐的凝固劑？1 葡萄糖酸-δ-內酯、2 硫酸鈣、3 鹽滷、4 氯化鉀、
5氯化鈉、6氯化鎂",1256,1236,1235,3456,B,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,44,下列哪種層析法最適合用於測定蔥、蒜中的含硫化合物之含量？,氣相層析法,親和力高效液相層析法,濾紙層析法,離子層析法,A,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,45,何者是由發酵植物原料而來之乳酸菌屬？,Streptococcus sp.,Pediococcus sp.,Lactobacillus sp.,Bifidobacterium sp. ,B,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,45,有關醃漬蔬果食品的變敗與造成原因之關聯性配對，下列何者錯誤？,表面滑溜－產膜酵母的菌體黏在表面,醃漬物黑變－青黴菌汙染導致,醃漬胡瓜脹氣上浮－胡瓜本身呼吸作用產生,軟化－果膠分解酵素導致,B,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,46,無法有效減少「炸蝦餅」在貯存過程中所產生油耗味的包裝方法為下列何者？,充氮氣包裝,以市售透明夾鏈袋包裝,以真空袋抽真空包裝,包裝袋放入脫氧劑,B,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,46,"有關在某些食品表面或內容物，會有白色粉末或結晶物析出的成分敘述，下列哪二者正
確？ a.魷魚乾－牛磺酸 b.蜜柑罐頭汁液－酪胺酸 c.乾海帶－甘露糖醇 d.水產類水煮
罐頭－硫酸鎂",ab,ac,bd,cd,B,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,47,"某種⽔果之品質劣變反應的Q10（溫度係數）為1.6，則該⽔果於30℃的品質劣變速率是
10℃的多少倍？",0.8,1.6,2.56,3.2,C,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,47,中式酥皮的組成中，何者製作過程中須添加水並揉至出筋？,油皮,油酥,油麵,以上皆非,A,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,48,下列何者為市售鮮乳使用超高溫瞬間殺菌（UHT）的加熱條件？,63～65℃，30分,71～73℃，15～30秒,100～105℃，2～5秒,130～150℃，2～5秒,D,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,48,"魚類死後隨著鮮度下降之同時，下列何種成分會伴隨增加？ a.氧化三甲胺（TMAO） 
b.三甲胺（TMA） c.揮發性鹽基態氮（VBN） d.尿素（Urea）",ab,ac,bc,cd,C,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,49,下列何種肉品加工的機械，對肉製品同時具有嫩化作用與增加結著性之效果？,細切機,按摩機,絞碎機,充填機,B,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,49,海鮮食品造成細菌性食物中毒，係因感染何種細菌所導致呢？,Aspergills flavus,Bacillus cereus,Clostridium botulinum,Vibrio parahaemolyticus,D,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,50,下列何種傳統⽔產品從原料魚開始，於整個加工過程均皆不須經擂潰處理？,魚糕（板）,竹輪,魚果,鱈魚香絲,C,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,50,微波加熱時，熱的傳遞是？,對流,輻射,傳導,以上皆是 ,D,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,51,市售蛋粉在加工過程中，為避免褐變產生，乾燥前常會進行下列何種處理？,加鹽處理,冷凍處理,高溫處理,脫糖處理 ,D,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,51,鯖魚製作成番茄漬罐頭，營養價值有何改變？,蛋白質消失,維生素C 增加,脂肪增加,鈣質增多,D,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,52,葡萄酒的製程中，添加亞硫酸鹽的主要目的為下列何者？,抑制苦味的產生,增加混濁度,減少酸度,抑制雜菌的生⻑,D,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,52,下列何種酵素活性是以低溫長時間殺菌市售鮮乳之檢測指標？,磷酸酶,氧化酶,凝乳酶,乳糖酶,A,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,53,將香蕉放在冰箱冷藏⼀段時間後，表⽪會變⿊，此種現象稱為下列何者？,凍燒,變性,冷傷,回凝,C,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,53,以馬鈴薯為原料製造薯條時，應於加工前保存於 10-15℃冷藏，主要目的為何？,增加茄靈產生,抑制糖分增加,降低單寧含量,減少氧化作用,B,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,54,有關冷凍食品技術發展與應用，以下敘述何者不正確？,"食物的比熱（specific heat）會受到凍結狀態而改變，凍結點溫度以上的比熱小於凍
結後的食品比熱",任何食品凍結時，都會有過冷點（super-cooling）現象發生,"浮動床式（fluidized-bed）冷凍設備適用於平板塊狀的食品，因為其能提供最有效的
熱傳導效果",相較於食品未凍結的狀態，冷凍食品解凍後更容易腐敗,C,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,54,使用相同濃度之糖類製作的蜜餞，下列何者製成的產品保存性最佳？,果糖,蔗糖,麥芽糖,乳糖,A,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,55,"魚類死後隨著鮮度下降之同時，下列何種成分會伴隨增加？ a.氧化三甲胺（TMAO） 
b.三甲胺（TMA） c.揮發性鹽基態氮（VBN） d.尿素（Urea）",ab,ac,bc,cd,C,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,55,"飲用冰箱中放置隔夜後之珍珠（粉圓）奶茶，會導致珍珠口感變硬的最可能澱粉變化為下
列何者？",α化,β 化,水解,液化,B,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,56,"有關蛋的品質會隨貯藏時間增加變化之敘述，下列何者錯誤？（1）重量增加 （2）氣室
變大 （3）pH值下降 （4）比重下降",(1)(2),(1)(3),(1)(4),(3)(4) ,B,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,56,下列何者是市售紅茶的製造流程？,茶葉採摘→殺菁→揉捻→曬乾→渥堆（濕倉）→晾乾→分級包裝,茶葉採摘→萎凋→揉捻→解塊→發酵→乾燥→精製分級→焙火,茶葉採摘→蒸菁→揉捻→乾燥→成品,茶葉採摘→殺菁→日光萎凋→炒菁→揉捻→初焙→再乾燥 ,B,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,57,"有關米澱粉特性的敘述，下列哪二項正確？ a.支鏈澱粉含量：糯米＞蓬萊米＞在來米 b.碾
出粳稻後的白米稱為蓬萊米，是台灣煮白飯的米類 c.糊化後之黏性：在來米＞蓬萊米＞
糯米 d.糯米之澱粉粒經碘試驗的結果呈藍色",ab,ac,bd,cd,A,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,57,關於蛋的加工特性與產品之關聯性配對，下列何者錯誤？,乳化性－鹹蛋,起泡性－蛋糕,熱凝固性－布丁,酸鹼之蛋白質變性－皮蛋,A,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,58,對於傳統果蔬罐頭的製造步驟，下列製作順序何者正確？,脫氣密封充填殺菌,脫氣充填密封殺菌,充填密封脫氣殺菌,充填脫氣密封殺菌,D,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,58,馬鈴薯有發芽現象時，會含何種毒素？,黃樟素,茄靈,蘇鐵素,草酸鹽,B,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,59,"製作香腸時，10公斤原料肉中要含有100ppm的亞硝酸鈉，請問需添加的桃紅素（含20%
亞硝酸鈉與80%食鹽）的重量最接近下列何者？",0.5公克,1公克,5公克,10公克,C,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,59,市售蛋粉在加工過程中，為避免褐變產生，乾燥前常會進行下列何種處理？,加鹽處理,冷凍處理,高溫處理,脫糖處理,D,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,60,下列何者為綠茶的主要澀味成分？,咖啡因,單寧,葉綠素,皂素,B,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,60,有關罐頭殺菌的敘述，下列何者錯誤？,D值所代表的意義為減少 90%菌數所需要增加之溫度,罐頭殺菌是一種商業滅菌之操作,"F 值通常以250℉為參考溫度 
0",低酸性罐頭食品進行殺菌時通常需要加壓,A,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,61,生食⽔產品時，易引起細菌型食品中毒之細菌為？,肉毒桿菌,彎曲桿菌,仙人掌桿菌,腸炎弧菌 ,D,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,61,"某種水果之品質劣變反應的 Q10（溫度係數）為 1.6，則該水果於30℃的品質劣變速率是
10℃的多少倍？",0.8,1.6,2.56,3.2,C,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,62,遭受到化學物質汙染會導致食品品質劣變，下列何者不屬於化學物質汙染之因素？,農藥,戴奧辛,紫外線,塑化劑,C,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,62,下列那種產品是利用微生物發酵技術製得？,果凍,皮蛋,米醋,蔗糖 ,C,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,63,澱粉粒與足夠的⽔加熱⾄75℃以上時，會吸⽔而膨潤，此為何種現象？,糊化,老化,氧化,脂化,A,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,63,下列食品與主要發酵菌種的組合中，何者是錯誤？,泡菜-醋酸菌,韓式泡菜-乳酸菌,啤酒-酵母,納豆-納豆菌,A,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,64,下列何種魚肉的成分與罐壁產生化學作用，造成⽔產罐頭容易產生⿊變？,鋅化物,氧化三甲胺,組胺酸,硫化物,D,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,64,"食品中的油脂受到物理、化學或微生物作用，發生氧化水解而產生的異味、異臭現象，
稱之為？",腐敗,褐變,酸敗,老化,C,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,65,在食品工業中，若要去除牛乳殺菌的殘留H2O2，應採用下列何種微生物酶？,蛋白酶,凝乳酶,過氧化氫酶,轉化酶,C,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,65,下列何者發生化學變化時，會導致冷凍鮪魚凍燒的現象？,脂質,蛋白質,維生素,碳水化合物,A,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,66,在牛奶殺菌法中，UHT的條件最接近下列何者？,63℃，30分鐘,121℃，10分鐘,135℃，2秒,72℃，15秒,C,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,66,有關食品在冷藏與冷凍過程中所造成品質變化之形成原因，下列何者正確？,由於澱粉老化造成滴液流失,食品中蛋白質變性造成凍燒現象,肉類自家消化作用造成肉質老化,脂質氧化造成油燒現象,D,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,67,下列有關食品業者應設立食品安全管制系統（HACCP）工作小組之敘述，何者不正確？,管制小組成員⾄少三人,管制小組成員，其中負責人或其授權人為必要之成員,管制小組成員應接受HACCP訓練機關（構）辦理之相關課程並領有合格證書者,管制小組成員中⾄少二人應具備食品技師證書 ,D,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,67,製作啤酒時使用大麥芽的目的為何？,提供澱粉水解酶,增加苦澀味,增進色澤,降低糖度,A,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,68,下列有關灰化的敘述何者是錯誤的？,主要用於礦物質分析,微波灰化不用添加任何試劑,濕式灰化需要氧化劑,乾式灰化會有揮發性物質的損失,B,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,68,下列何者不屬於常見之環境荷爾蒙？,多氯聯苯,聚乙烯,壬基苯酚,烷基酚 ,B,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,69,包冰作用可以？,在食品降溫時實施可加速食品冷凍,在食品凍結後實施可防止食品氧化,作為急速冷凍前處理可分離食品顆粒,以上皆非,B,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,69,金針菇乾製品添加亞硫酸鹽用量，以二氧化硫殘留量計，應在多少 ppm 以下？,2000,3000,4000,5000,C,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,70,在冷凍加工法，下列何種介質為二次冷媒？,氨氣,氯化⼄烯,丙二醇,Freon-12,C,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,70,由原料乳製造奶粉時，要進行 a.濃縮 b.乾燥 c.標準化 d.殺菌，其加工步驟為？,abcd,dcba,dacb,cdab,D,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,71,我國「基因改造食品查驗登記」的主管機關是？,行政院農業委員會,行政院衛生福利部,行政院科技部,由以上三個部會會同審議,B,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,71,我國目前管理基因改造食品之法律依據為：,健康食品管理法,食品安全衛生管理法,基因改造食品管理法,基因改造作物輸出入許可辦法,B,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,72,有關河豚毒素之敘述，下列何者錯誤？,河豚毒素具耐熱性,100℃加熱30分鐘無法破壞所有河豚毒素,不易被強酸或鹼破壞,在河豚之內臟組織多少均含有毒物質，⼀般而⾔卵巢、肝臟係屬劇毒,C,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,72,我國食品良好衛生規範準則中，對於外包裝材料之用詞定義下列何者錯誤？,食品之標籤,食品之紙箱,食品之直接接觸覆蓋物,食品之捆包材料,C,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,73,下列何種醣類不與菲林試劑產生反應？,葡萄糖,乳糖,麥芽糖,蔗糖 ,D,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,73,"在我國「生鮮蛋品洗選作業指引」中，下列敘述何者正確？ a.洗蛋主要目的是要降低沙
門氏菌污染 b.洗蛋可採用濕式浸泡、沖洗或乾式刷洗等方式進行 c.洗蛋用水，水溫宜
維持在40℃以上，並至少應高於蛋品溫度 5℃以上 d.洗蛋後可使用，可供食品使用之原
料或食品添加物之油蠟，進行包覆處理",ac,ab,ad,acd ,C,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,74,下列何者是⽔梨削⽪後，在室溫放置容易變色的原因？,油脂氧化,梅納反應,酵素性褐變,非酵素性褐變,C,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,74,"將澱粉經過加水及加熱後，置於 4℃冷藏溫度下時會導致組織變硬的情形，下列何者最適
合說明此現象？",變性,熟成,老化,凝膠化,C,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,75,下列對萃取之的敘述，何者有誤？,食品工廠的萃取以固-液萃取居多，液-液萃取較少,固-液萃取之後，通常分成萃取液和殘渣二個部份,萃取過程中包括萃取物的溶解與擴散作用，所以溫度不會影響萃取率,萃取花生油可以正己烷為溶劑，萃取咖啡可以⽔為溶劑,C,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,75,有關食品業者之檢驗及量測管制，下列規定何者錯誤？,"設有檢驗場所者，應具有足夠空間及檢驗設備，供進行品質管制及衛生管理相關檢
驗工作",衛生管理相關檢驗工作，得委託具公信力的研究或檢驗機構辦理,測定、控制或紀錄之測量器或記錄儀，要定期校正其準確性,微生物檢驗可一併設於一般檢驗場所內，無須隔離,D,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,76,"⼀般物料在乾燥過程中，臨界⽔分含量（critical moisture content）會發生在乾燥速率曲線
上的那⼀期？",恆率乾燥期進入第⼀減率乾燥期,第⼀減率乾燥期進入第二減率乾燥期,第二減率乾燥期進入乾燥終點,預熱期進入恆率乾燥期,A,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,76,"由原料乳製造鮮奶時，要進行 1標準化、2均質、3牛乳檢查、4殺菌、5充填包裝，其加
工步驟為：",31245,14325,13425,34125,A,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,77,市售魚丸的製程中，下列哪個製程可去除酵素、胺、尿素等具腥臭味之物質？,⽔漂,擂潰,除筋,加熱成形,A,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,77,下列何種加工處理不會造成蛋白質的變性？,加熱,加壓,輻射照射,加水,D,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,78,有關豬隻屠宰後形成⽔化肉（watery pork）的敘述，下列何者錯誤？,又稱為⽔樣肉,肉的表面蒼白、質地軟化,會有大量解凍滴液產生,因屠宰前掙扎使肝醣耗盡，無法生成乳酸，以致於pH無法下降所致 ,D,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,78,有容器或包裝之食品，不需標示出製造廠商之下列何種資訊？,地址,電話號碼,郵政信箱,名稱 ,C,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,79,下列何者不是常使用於氣相層析儀的偵測器？,熱傳導偵測器（thermal conductivity detector）,折射率偵測器（refractive index detector）,焰式游離偵測器（flame ionization detector）,電⼦捕獲偵測器（electron capture detector）,B,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,79,水煮後的粉圓，置於冷藏庫中會發生組織變硬的現象，主要是因為澱粉發生何種反應？,氧化,回凝,糊化,水解,B,,第一次
110,2021/11/6,保健食品初級工程師,食品科學概論,80,食品工廠使用的油炸油最好選用那⼀種油？,大豆沙拉油,氫化油,橄欖油,"豬油 
 
 
 
以 下 空 白",B,,第二次
110,2021/10/2,保健食品初級工程師,食品科學概論,80,"TQF 管理技術規範，品質管制委員會負責食品安全管理制度之人員，至少每三年應接受
HACCP 有關之專業訓練，累計受訓時數達多少小時以上？",8,12,16,"24 
 
 
 
以 下 空 白",B,,第一次
113,2024/4/20,保健食品初級工程師,保健食品概論,1,"下列哪些是具有抗疲勞功效的支鏈胺基酸？1. Leucine, 2. Isoleucine, 3. Arginine, 4. Valine, 
5. Glycine",1、2、3、4,1、3、5,2、3、4、5,1、2、4,D,,第二次
113,2024/10/19,保健食品初級工程師,保健食品概論,1,下列何者不屬於健康食品之保健功效成分鑑定報告及檢驗方法之規範事項？,成分應具有明確之保健功效成分,鑑定報告應包括保健功效成分之定性及定量試驗結果,僅依特定文獻敘述的檢驗方法檢驗,"在現有技術下無法確定有效功效成分者，應列舉具該保健功效之各項原料或佐證
文獻",C,,第一次
113,2024/4/20,保健食品初級工程師,保健食品概論,2,何者不是可宣稱「低」、「少」、「薄」、「微」或「略含」之營養素？,熱量,飽和脂肪,反式脂肪,膽固醇,C,,第二次
113,2024/10/19,保健食品初級工程師,保健食品概論,2,乳酸菌通過健康食品最多的三項目是？,胃腸道保健，護肝，抗過敏,胃腸道保健，抗過敏，調節免疫,免疫調節，胃腸道保健，降血脂,抗感染，抗過敏，免疫調節,B,,第一次
113,2024/4/20,保健食品初級工程師,保健食品概論,3,下列有關健康食品之營養成分標示內容，下列何者敘述錯誤？,熱量（大卡）,脂肪（公克）,蛋白質（公克）,碳水化合物（毫克）,D,,第二次
113,2024/10/19,保健食品初級工程師,保健食品概論,3,國內目前取得健康食品認證的產品，膳食補充劑型態那個類別最多？,錠劑,粉末,膠囊,以上皆非,C,,第一次
113,2024/4/20,保健食品初級工程師,保健食品概論,4,有關維生素類的營養補充食品，以下何者為非？,原料以進口為主,受到法規要求僅能於特定銷售通路如藥局或藥妝店販賣,近年來產值持續成長,維生素 B 群產品為大宗,B,,第二次
113,2024/10/19,保健食品初級工程師,保健食品概論,4,"某公司製造之複方食品添加物含有以下4種營養添加劑： 
單方食品添加物名稱 使用食品範圍 
硒酸鈉 可使用於各類食品 
葡萄糖酸錳 1.膠囊狀、錠狀食品 2.⼀般食品 3.嬰兒(輔助)食品 
L-肉酸 1.膠囊狀、錠狀食品 2.特殊營養食品 
脂肪酸磷酸鈉 特殊營養食品 
請問該複方食品添加物可用的食品範圍為何？",各類食品,膠囊狀、錠狀食品,特殊營養食品,膠囊狀、錠狀食品及特殊營養食品,C,,第一次
113,2024/4/20,保健食品初級工程師,保健食品概論,5,目前以膠原蛋白為主原料並通過健康食品認證之產品，其主要訴求功效為何？,骨質保健,美白保濕,延緩衰老,輔助調整過敏體質 ,A,,第二次
113,2024/10/19,保健食品初級工程師,保健食品概論,5,關於保健食品之功效評估，其護肝功能評估中，是以何種物質誘導老鼠慢性肝損傷？,"碳酸氫鈉（NaHCO ） 
3","氫硼化鈉（NaBH ） 
4","四氯化碳（CCl ） 
4",次氯酸鈉（NaClO）,C,,第一次
113,2024/4/20,保健食品初級工程師,保健食品概論,6,"向衛生福利部申請輸入錠狀、膠囊狀食品查驗登記，應檢附產品成分含量表，有關該產品
成分含量表，何者為非？",由申請商於近一年內出具,屬膠囊狀食品者，尚須包括空膠囊之原料及其食品添加物詳細名稱及含量,文件應載明「產品之每日建議食用量」,產品如含複方食品添加物，應詳細載明其所含各成分化學名稱及其含量百分比,A,,第二次
113,2024/10/19,保健食品初級工程師,保健食品概論,6,下列何者不是現今健康食品管理法規範的保健功效？,改善睡眠,調節血脂,護肝,調節血壓,A,,第一次
113,2024/4/20,保健食品初級工程師,保健食品概論,7,下列何為不是國內「健康食品之牙齒保健功效評估方法」須檢測指標與方法？,蛀牙數量,牙菌斑酸鹼值,牙菌斑堆積量,牙菌斑內突變形鏈球菌,A,,第二次
113,2024/10/19,保健食品初級工程師,保健食品概論,7,目前臺灣通過健康食品規格基準審查過的產品，何者敘述錯誤？,有魚油及紅麴兩類,功效訴求以調節血脂及胃腸功能改善為主,產品項數紅麴大於魚油,申請商與製造商可不相同,B,,第一次
113,2024/4/20,保健食品初級工程師,保健食品概論,8,對國內「健康食品之輔助調節血鐵保健功效評估方法」相關敘述，下列何者有誤？,原為「健康食品之促進鐵可利用率保健功效評估方法」，名稱重新修正,評估受試對象可為年齡 12歲至 65歲之女性,若受試者罹有與貧血有關之婦科疾病或遺傳性疾病須排除,若受試對象近 3個月有輸血者應排除,B,,第二次
113,2024/10/19,保健食品初級工程師,保健食品概論,8,以下何類產品是目前國產保健食品產業發展的主力？,膠囊錠劑產品,類似雞精的動物來源保健食品,綠茶類的飲品,微生物類的保健食品例如乳酸菌產品,D,,第一次
113,2024/4/20,保健食品初級工程師,保健食品概論,9,"有關申請健康食品查驗登記之功效評估，何者正確？ a.得以主要功效成分取代食品全產
品進行功效試驗 b.報告係人體食用研究者，應有醫師參與 c.報告係人體食用研究者，
應於醫學中心等級之醫院執行 d.所附之報告應有所有試驗個體之完整數據以供驗證",ab,bc,bd,cd ,C,,第二次
113,2024/10/19,保健食品初級工程師,保健食品概論,9,第二軌健康食品申請許可證承辦時間約為多少天？,60天,90天,100天,180天,A,,第一次
113,2024/4/20,保健食品初級工程師,保健食品概論,10,"衛生福利部公告應辦理國產維生素類錠狀膠囊狀食品查驗登記之認定基準中，維生素
C 及維生素 K 之基準如下：維生素 C-大於或等於 150 mg且不超過 1000 mg維生素 K-大
於或等於 140 μg且不超過 500 μg請問以下方產品如為國內產製，何項屬於應辦理國產維
生素類錠狀膠囊狀食品查驗登記之產品？ a.每顆添加維生素 C 900 mg，每日建議食用 1
顆 b.每顆添加維生素 K 130 μg，每日建議食用 1顆 c.每顆添加維生素 C 900 mg及維生
素 K 130 μg，每日建議食用 1顆 d.每顆添加維生素 C 900 mg及維生素 K 600 μg，每日
建議食用 1顆",abcd,acd,ac,ad,C,,第二次
113,2024/10/19,保健食品初級工程師,保健食品概論,10,若是含致癌類似物，應進行下列何種試驗？,免進行毒物性測試,28日連續口服為食試驗，基因毒性試驗,90日餵食試驗，基因毒性試驗，致畸試驗,90日餵食試驗，基因毒性試驗，致畸試驗，繁殖試驗--健康食品申請許可作業流程 ,"B,C",答案有更正,第一次
113,2024/4/20,保健食品初級工程師,保健食品概論,11,"包裝維生素礦物質類之錠狀膠囊狀食品營養標示之數據修正方式，以下何者為正確：
a.每包裝所含之份數，可標示至小數點後一位 b.維生素、礦物質含量以有效數字不超過
三位為原則 c.每日參考值百分比，可至小數點後二位 d.「數據修整應參照中華民國國
家標準 CNS2925「規定極限值之有效位數指示法」規定或四捨五入法",ac,bd,ab,cd,B,,第二次
113,2024/10/19,保健食品初級工程師,保健食品概論,11,"國內法規規定，何時開始製造的產品不得使用糞腸球菌（Enterococcus faecalis）作為食品
原料使用（以製造為主）？",中華⺠國107年1月1日,中華⺠國107年7月1日,中華⺠國108年1月1日,中華⺠國109年1月1日,B,,第一次
113,2024/4/20,保健食品初級工程師,保健食品概論,12,"國內法規陸續為食品原料或萃取物進行使用限制及標示規定，下列那些需標示兒童或嬰幼
兒不宜使用的警語？",苦橙果實或其萃取物,桑黃菌絲體,雪蓮組織培養物,以上皆是,D,,第二次
113,2024/10/19,保健食品初級工程師,保健食品概論,12,"向衛生福利部申請健康食品查驗登記之原料成分規格含量表之審核，何者為正確？ a.原
料成分殘留農藥含量不可超過中央主管機關所定安全容許量。 b.原料成分之規格含量僅
須列載主原料及其保健功效成分含量，輔料得免申報。 c.進行第三類安全評估之申請案，
其產品添加食品添加物之不受衛生福利部依食安法公告「食品添加物使用範圍及限量暨
規格標準」之限制。 d.所列載之原料皆應有供貨來源、供貨規格及驗收報告。",ab,cd,ad,bc,C,,第一次
113,2024/4/20,保健食品初級工程師,保健食品概論,13,健康食品成品需留樣保存多久？,生產後 1個月,生產後 6個月,生產後 3年,保留每批成品至有效日期,D,,第二次
113,2024/10/19,保健食品初級工程師,保健食品概論,13,以下健康食品標章上之字號，何者為經第二軌查驗登記審查通過者？,衛部健食規字第000001號,衛部健食健字第000001號,衛部健食規字000001號,以上皆非,A,,第一次
113,2024/4/20,保健食品初級工程師,保健食品概論,14,國內目前取得健康食品認證的產品，膳食補充劑型態那個類別最多？,錠劑,粉末,膠囊,以上皆非,C,,第二次
