year,date,subject,question_no,question,option_A,option_B,option_C,option_D,correct_answers,notes
110,2021/10/2,食品科學概論,22,有關酵素與溫度交互作用的說明，下列何者最正確？,Arrhenius 方程式,Michaelis & Menten 動力學,鎖頭與鑰匙（lock & key）學說,induced fit 學說,A,
110,2021/11/6,食品科學概論,23,下列關於中濕性食品（intermediate moisture food；IMF）之敘述，何者為非？,"傳統乾燥方法所製成的食品可能會產生收縮、多孔性、質地較硬等不良品質變化，
因此針對食品中的 Aw 控制在⼀般微生物無法生⻑的條件之下，達到保存食品之目
的，進而發展出中濕性食品",常見中濕性食品如果醬、乳酪、義大利香腸等,"儘管中濕性食品含⽔量介於自然狀態與乾燥食品之間，但其仍無法於室溫下保存，
需將中濕性食品放置於冷藏或冷凍",中濕性食品可以添加如己二烯酸鹽、苯甲酸鹽等抗真菌物質,C,
110,2021/10/2,食品科學概論,23,"有一批油其皂化價為 200 mg KOH/g-oil，不皂化物為 5%，酸價為30 mg KOH/g-oil，如將
這批油精製，請問其油脂的收率應為多少%？",50.67,65.52,75.38,80.75,D,
110,2021/11/6,食品科學概論,24,"取⼀油脂樣品其重量為5克並加入酒精及⼄醚混合溶劑溶解後，以 0.1 N氫氧化鉀酒精溶
液（力價＝0.9）滴定，試樣滴定消耗4.2毫升，空白試驗消耗0.2毫升，求此油脂樣品的
酸價（AV）為多少 mg KOH/g？（氫氧化鉀分⼦量＝56）",1.01,2.02,4.03,8.06,C,
110,2021/10/2,食品科學概論,24,"某新鮮食品樣品取1000 g，將樣品製備成風乾物重 150 g，秤取1.000 g風乾物，依水分測
定於105 ℃烘箱中至恆量為 20.420 g（連秤量瓶），秤量瓶恆量為 19.540 g，請計算此食品
風乾物之溼重水分含量（%）？",15,13.6,12,10,C,
110,2021/11/6,食品科學概論,25,"20 mL之柳橙汁需用0.1N之NaOH 25 mL滴定⾄終點，則此柳橙汁的含酸量為多少mg/mL？
（各種酸之分⼦量：酒石酸150、檸檬酸192、醋酸60、蘋果酸134）",7,8,9,9.375,B,
110,2021/10/2,食品科學概論,25,"有關樣品前處理時所採用研磨操作之敘述，請選出正確的選項？ a.操作過程不應使樣品
受熱破壞 b.粉碎過程應避免水分明顯損失 c.樣品顆粒大小可用篩網目數表示，目數愈
大者表示其顆粒愈大 d.可應用雷射繞射的原理進行顆粒大小的分析",acd,ab,abd,bd,C,
110,2021/11/6,食品科學概論,26,⼀般餐館餐飲業者所聘用調理烘焙從業人員中，持有證照比率為：,0.3,0.5,0.7,0.75,B,
110,2021/10/2,食品科學概論,26,"下列有關維生素的安定性之敘述，何者為正確之選項？ a.維生素B 僅於鹼性溶液中對熱
6
安定 b.有鐵鹽存在時，維生素 E 會被空氣快速氧化 c.維生素 B 對強酸、鹼及光線均
12
安定 d.菸鹼酸對酸、鹼、溫度、氧化劑、熱及光線均安定",ac,bd,cd,abd ,B,
110,2021/11/6,食品科學概論,27,食品安全監測計畫中，糖的輸入業者應就其半成品或成品，檢驗：,真菌毒素,農藥殘留,丙烯醯胺,二氧化硫 ,D,
110,2021/10/2,食品科學概論,27,有關蛋白質分析技術與原理，以下敘述何者不正確？,利用凱氏方法定量蛋白質時，係數 6.25 可適用於不同來源的蛋白質,添加三聚氰胺於生乳或飼料中，是用來誤導凱氏蛋白質定量方法的數值,愛德曼降解法（Edman degradation）是用來做蛋白質中胺基酸定序的主要方法之一,並非所有胺基酸定量，都適合利用強酸分解蛋白質後再定量個別胺基酸,A,
110,2021/11/6,食品科學概論,28,餐飲業洗滌場所應有充足流動自來⽔，其功能不包括下列何者？,洗滌,沖洗,漂白,有效殺菌,C,
110,2021/10/2,食品科學概論,28,有關蔗糖的敘述，下列何者正確？,蔗糖甜度較麥芽糖低,轉化糖甜度高於蔗糖,蔗糖可以與斐林試劑反應,"蔗糖是由一分子葡萄糖與一分子果糖以 α-1, 4鍵結合而成",B,
110,2021/11/6,食品科學概論,29,乳品加工食品業者如需聘任專⾨職業人員時，下列何者不符合資格？,食品技師,營養師,畜牧技師,獸醫師,B,
110,2021/10/2,食品科學概論,29,有關梅納反應的敘述，下列何者錯誤？,氧氣的存在會促進梅納反應,食品中若含銅、鐵離子會促進梅納反應,有些食品在製造時需要適度的梅納反應,胺基化合物所含第一胺基比第二胺基的梅納反應活性弱,D,
110,2021/11/6,食品科學概論,30,不當燃燒廢電纜、塑膠或廢五金製品後，其廢氣中含有俗稱「世紀之毒」的成分為何？,多氯聯苯,阿摩尼亞,戴奧辛,塑化劑,C,
110,2021/10/2,食品科學概論,30,利用HPLC之光二極體陣列檢出器來分析維生素C含量時，選用波長以下列何者最合適？,265 nm,450 nm,560 nm,750 nm,A,
110,2021/11/6,食品科學概論,31,下列何者是HACCP 之⼀項特點：,廠房動線的嚴密規劃,強調終產品的全面檢驗,生產場所之衛生條件管制,製程的危害分析與預防,D,
110,2021/10/2,食品科學概論,31,某澱粉樣品經還原糖定量法測定出含葡萄糖 80％，請問其澱粉含量多少％？,40,64,72,76,C,
110,2021/11/6,食品科學概論,32,有關食品內容物標示，如為二種以上混合物時，依其含量多寡的標示順序為何？,由低⾄高,由高⾄低,依食品種類而定,依廠商習慣而定。,B,
110,2021/10/2,食品科學概論,32,有關濾紙層析法（PPC）與薄層層析法（TLC）的比較之敘述，下列何者錯誤？,PPC 實驗所需時間較長，TLC 實驗所需時間較短,PPC 分離效果較差，TLC 分離效果較佳,PPC 靈敏度較低，TLC 靈敏度較高,PPC 再現性不高，TLC 再現性高 ,D,
110,2021/11/6,食品科學概論,33,得免營養標示之包裝食品規定，何者不正確：,飲用⽔、礦泉⽔,鹽及鹽代替品,糖及糖代替品,調味香辛料,C,
110,2021/10/2,食品科學概論,33,有關利用羊毛線染色法檢測食品色素之敘述，下列何者錯誤？,可檢測煤焦色素,羊毛絲在酸鹼條件呈現不同電荷,酸性色素在酸性條件可被羊毛絲吸附,酸性條件下羊毛絲帶負電,D,
110,2021/11/6,食品科學概論,34,有關清潔及消毒等化學物質及用具之管理規定，下列何者錯誤？,"病媒防治使用之環境用藥，應符合相關規定，並明確標示、存放於固定場所，且應
指定專人負責保管及記錄用量",食品作業場所除維護衛生所必須藥劑外，同時存放解毒及急救藥劑,有毒化學物質，應標明其毒性、使用及緊急處理,清潔、清洗及消毒機具，應有專用場所妥善保存。,B,
110,2021/10/2,食品科學概論,34,當pH值的變色範圍在 4.4至6.2之間，下列何者為最佳指示劑？,瑞香草酚藍（thymol blue）,甲基紅（methyl red）,酚紅（phenol red）,酚酞（phenolphthalein）,B,
110,2021/11/6,食品科學概論,35,餐飲業進行殺菌時，下列方法何者錯誤？,煮沸殺菌：毛巾或抹布等，以100℃沸⽔煮沸5分鐘以上,蒸汽殺菌：餐具等，以100℃蒸汽，加熱2分鐘以上,熱⽔殺菌：餐具等，以80℃以上熱⽔，加熱2分鐘以上,氯液殺菌：餐具等，以氯液總有效氯300 ppm以下，浸入溶液中 2分鐘以上,D,
110,2021/10/2,食品科學概論,35,下列何者不是高效液相層析儀（HPLC）常用之檢測器？,火焰離子化（FID）,紫外-可見光（UV-VIS）,光電二極體陣列（PDA）,示差折射（RI）,A,
110,2021/11/6,食品科學概論,36,食品販賣業者應符合之規定，下列何者錯誤？,食品之熱藏，溫度應保持在65℃以上,應有食品管理衛生人員，於現場負責食品衛生管理工作,販賣貯存作業需管控溫度、濕度者，應建立相關管制方法及基準，並據以執行,販賣場所之光線應達到200米燭光以上，使用之光線，不得改變食品之顏色,A,
110,2021/10/2,食品科學概論,36,下列何者是油脂氧化初期的指標？,過氧化價,碘價,酸價,皂化價,A,
110,2021/11/6,食品科學概論,37,有關食品業者倉儲管制，下列規定何者錯誤？,作業性質或清潔程度要求不同的場所，應分別設置或予以適當區隔,倉儲作業應符合先進先出的原則，並確實記錄,倉儲過程中，可隨時依產品性質，適度修正原物料供應商原來設定的貯存條件,倉儲過程，應定期檢查，並確實記錄；有異狀時，應立即處理確保品質及衛生,C,
110,2021/10/2,食品科學概論,37,有關蛋白質變性（denaturation）之敘述，下列何者有誤？,蛋白質變性後容易受到蛋白質分解酵素的作用,蛋白質變性後會失去生物活性,蛋白質變性後一級結構發生變化,蛋白質變性後溶解度降低,C,
110,2021/11/6,食品科學概論,38,下列那個胺基酸的吸光性質最強？,Histidine,Glycine,Tryptophan,Alanine,C,
110,2021/10/2,食品科學概論,38,下列何者為魚油中富含的 EPA脂肪酸的碳數及不飽和鍵的表示方式？,C20：5,C20：6,C22：5,C22：6 ,A,
110,2021/11/6,食品科學概論,39,下列何者用以表示油脂的不飽和程度？,過氧化價（peroxide value）,酸價（acid value）,皂化價（saponification value）,碘價（iodine value） ,D,
110,2021/10/2,食品科學概論,39,HACCP 與申請驗證之作業流程中，廠商在驗證作業時不需要提供下列何種資料？,HACCP 計畫書,營業稅繳交證明,引用法令/法規之清單,工廠生產流程圖,B,
110,2021/11/6,食品科學概論,40,若以分光光度計評估樣品中葉綠素含量，請問X與Y 軸分別是哪兩個變因？,濃度、吸光值,溫度、濃度,時間、吸光值,濕度、濃度,A,
110,2021/10/2,食品科學概論,40,通常含有胺基之化合物、還原糖及水在高溫下反應產生黃褐色物質稱為什麼反應？,焦糖化反應,冬化反應,梅納反應,酵素性褐變反應,C,
110,2021/11/6,食品科學概論,41,利用紫外線分光度計法檢測芳香族胺基酸，波⻑設定在多少nm？,220,250,280,336,C,
110,2021/10/2,食品科學概論,41,有關α-澱粉酶的敘述下列何者是錯誤的？,"可隨機切斷α-1,4-葡萄糖苷鍵結",是一種外切酵素,能迅速降低澱粉液的黏度,又稱為液化酵素,B,
110,2021/11/6,食品科學概論,42,下列何者不是磷酸鈉（Sodium Phosphate）具備之功能？,抗氧化,穩定pH值,產生CO,促進鈣吸收,D,
110,2021/10/2,食品科學概論,42,下列測量水分的方法中，何者不需要用到加熱？,蒸餾法,擴散法,碘量法,減壓乾燥法,C,
110,2021/11/6,食品科學概論,43,通常含有胺基之化合物、還原糖及⽔在高溫下反應產生黃褐色物質稱為什麼反應？,焦糖化反應,冬化反應,梅納反應,酵素性褐變反應,C,
110,2021/10/2,食品科學概論,43,下列有關梅納反應（Maillard reaction）的敘述，何者有誤？,通常是還原糖與胺基酸之間的反應,最終產物通常是褐色物質,與烘焙食品之顏色有關,是一種酵素性褐變,D,
110,2021/11/6,食品科學概論,44,"下列何者可作為製造豆腐的凝固劑？1 葡萄糖酸-δ-內酯、2 硫酸鈣、3 鹽滷、4 氯化鉀、
5氯化鈉、6氯化鎂",1256,1236,1235,3456,B,
110,2021/10/2,食品科學概論,44,下列哪種層析法最適合用於測定蔥、蒜中的含硫化合物之含量？,氣相層析法,親和力高效液相層析法,濾紙層析法,離子層析法,A,
110,2021/11/6,食品科學概論,45,何者是由發酵植物原料而來之乳酸菌屬？,Streptococcus sp.,Pediococcus sp.,Lactobacillus sp.,Bifidobacterium sp. ,B,
110,2021/10/2,食品科學概論,45,有關醃漬蔬果食品的變敗與造成原因之關聯性配對，下列何者錯誤？,表面滑溜－產膜酵母的菌體黏在表面,醃漬物黑變－青黴菌汙染導致,醃漬胡瓜脹氣上浮－胡瓜本身呼吸作用產生,軟化－果膠分解酵素導致,B,
110,2021/11/6,食品科學概論,46,無法有效減少「炸蝦餅」在貯存過程中所產生油耗味的包裝方法為下列何者？,充氮氣包裝,以市售透明夾鏈袋包裝,以真空袋抽真空包裝,包裝袋放入脫氧劑,B,
110,2021/10/2,食品科學概論,46,"有關在某些食品表面或內容物，會有白色粉末或結晶物析出的成分敘述，下列哪二者正
確？ a.魷魚乾－牛磺酸 b.蜜柑罐頭汁液－酪胺酸 c.乾海帶－甘露糖醇 d.水產類水煮
罐頭－硫酸鎂",ab,ac,bd,cd,B,
110,2021/11/6,食品科學概論,47,"某種⽔果之品質劣變反應的Q10（溫度係數）為1.6，則該⽔果於30℃的品質劣變速率是
10℃的多少倍？",0.8,1.6,2.56,3.2,C,
110,2021/10/2,食品科學概論,47,中式酥皮的組成中，何者製作過程中須添加水並揉至出筋？,油皮,油酥,油麵,以上皆非,A,
110,2021/11/6,食品科學概論,48,下列何者為市售鮮乳使用超高溫瞬間殺菌（UHT）的加熱條件？,63～65℃，30分,71～73℃，15～30秒,100～105℃，2～5秒,130～150℃，2～5秒,D,
110,2021/10/2,食品科學概論,48,"魚類死後隨著鮮度下降之同時，下列何種成分會伴隨增加？ a.氧化三甲胺（TMAO） 
b.三甲胺（TMA） c.揮發性鹽基態氮（VBN） d.尿素（Urea）",ab,ac,bc,cd,C,
110,2021/11/6,食品科學概論,49,下列何種肉品加工的機械，對肉製品同時具有嫩化作用與增加結著性之效果？,細切機,按摩機,絞碎機,充填機,B,
110,2021/10/2,食品科學概論,49,海鮮食品造成細菌性食物中毒，係因感染何種細菌所導致呢？,Aspergills flavus,Bacillus cereus,Clostridium botulinum,Vibrio parahaemolyticus,D,
110,2021/11/6,食品科學概論,50,下列何種傳統⽔產品從原料魚開始，於整個加工過程均皆不須經擂潰處理？,魚糕（板）,竹輪,魚果,鱈魚香絲,C,
110,2021/10/2,食品科學概論,50,微波加熱時，熱的傳遞是？,對流,輻射,傳導,以上皆是 ,D,
110,2021/11/6,食品科學概論,51,市售蛋粉在加工過程中，為避免褐變產生，乾燥前常會進行下列何種處理？,加鹽處理,冷凍處理,高溫處理,脫糖處理 ,D,
110,2021/10/2,食品科學概論,51,鯖魚製作成番茄漬罐頭，營養價值有何改變？,蛋白質消失,維生素C 增加,脂肪增加,鈣質增多,D,
110,2021/11/6,食品科學概論,52,葡萄酒的製程中，添加亞硫酸鹽的主要目的為下列何者？,抑制苦味的產生,增加混濁度,減少酸度,抑制雜菌的生⻑,D,
110,2021/10/2,食品科學概論,52,下列何種酵素活性是以低溫長時間殺菌市售鮮乳之檢測指標？,磷酸酶,氧化酶,凝乳酶,乳糖酶,A,
110,2021/11/6,食品科學概論,53,將香蕉放在冰箱冷藏⼀段時間後，表⽪會變⿊，此種現象稱為下列何者？,凍燒,變性,冷傷,回凝,C,
110,2021/10/2,食品科學概論,53,以馬鈴薯為原料製造薯條時，應於加工前保存於 10-15℃冷藏，主要目的為何？,增加茄靈產生,抑制糖分增加,降低單寧含量,減少氧化作用,B,
110,2021/11/6,食品科學概論,54,有關冷凍食品技術發展與應用，以下敘述何者不正確？,"食物的比熱（specific heat）會受到凍結狀態而改變，凍結點溫度以上的比熱小於凍
結後的食品比熱",任何食品凍結時，都會有過冷點（super-cooling）現象發生,"浮動床式（fluidized-bed）冷凍設備適用於平板塊狀的食品，因為其能提供最有效的
熱傳導效果",相較於食品未凍結的狀態，冷凍食品解凍後更容易腐敗,C,
110,2021/10/2,食品科學概論,54,使用相同濃度之糖類製作的蜜餞，下列何者製成的產品保存性最佳？,果糖,蔗糖,麥芽糖,乳糖,A,
110,2021/11/6,食品科學概論,55,"魚類死後隨著鮮度下降之同時，下列何種成分會伴隨增加？ a.氧化三甲胺（TMAO） 
b.三甲胺（TMA） c.揮發性鹽基態氮（VBN） d.尿素（Urea）",ab,ac,bc,cd,C,
110,2021/10/2,食品科學概論,55,"飲用冰箱中放置隔夜後之珍珠（粉圓）奶茶，會導致珍珠口感變硬的最可能澱粉變化為下
列何者？",α化,β 化,水解,液化,B,
110,2021/11/6,食品科學概論,56,"有關蛋的品質會隨貯藏時間增加變化之敘述，下列何者錯誤？（1）重量增加 （2）氣室
變大 （3）pH值下降 （4）比重下降",(1)(2),(1)(3),(1)(4),(3)(4) ,B,
110,2021/10/2,食品科學概論,56,下列何者是市售紅茶的製造流程？,茶葉採摘→殺菁→揉捻→曬乾→渥堆（濕倉）→晾乾→分級包裝,茶葉採摘→萎凋→揉捻→解塊→發酵→乾燥→精製分級→焙火,茶葉採摘→蒸菁→揉捻→乾燥→成品,茶葉採摘→殺菁→日光萎凋→炒菁→揉捻→初焙→再乾燥 ,B,
110,2021/11/6,食品科學概論,57,"有關米澱粉特性的敘述，下列哪二項正確？ a.支鏈澱粉含量：糯米＞蓬萊米＞在來米 b.碾
出粳稻後的白米稱為蓬萊米，是台灣煮白飯的米類 c.糊化後之黏性：在來米＞蓬萊米＞
糯米 d.糯米之澱粉粒經碘試驗的結果呈藍色",ab,ac,bd,cd,A,
110,2021/10/2,食品科學概論,57,關於蛋的加工特性與產品之關聯性配對，下列何者錯誤？,乳化性－鹹蛋,起泡性－蛋糕,熱凝固性－布丁,酸鹼之蛋白質變性－皮蛋,A,
110,2021/11/6,食品科學概論,58,對於傳統果蔬罐頭的製造步驟，下列製作順序何者正確？,脫氣密封充填殺菌,脫氣充填密封殺菌,充填密封脫氣殺菌,充填脫氣密封殺菌,D,
110,2021/10/2,食品科學概論,58,馬鈴薯有發芽現象時，會含何種毒素？,黃樟素,茄靈,蘇鐵素,草酸鹽,B,
110,2021/11/6,食品科學概論,59,"製作香腸時，10公斤原料肉中要含有100ppm的亞硝酸鈉，請問需添加的桃紅素（含20%
亞硝酸鈉與80%食鹽）的重量最接近下列何者？",0.5公克,1公克,5公克,10公克,C,
110,2021/10/2,食品科學概論,59,市售蛋粉在加工過程中，為避免褐變產生，乾燥前常會進行下列何種處理？,加鹽處理,冷凍處理,高溫處理,脫糖處理,D,
110,2021/11/6,食品科學概論,60,下列何者為綠茶的主要澀味成分？,咖啡因,單寧,葉綠素,皂素,B,
110,2021/10/2,食品科學概論,60,有關罐頭殺菌的敘述，下列何者錯誤？,D值所代表的意義為減少 90%菌數所需要增加之溫度,罐頭殺菌是一種商業滅菌之操作,"F 值通常以250℉為參考溫度 
0",低酸性罐頭食品進行殺菌時通常需要加壓,A,
110,2021/11/6,食品科學概論,61,生食⽔產品時，易引起細菌型食品中毒之細菌為？,肉毒桿菌,彎曲桿菌,仙人掌桿菌,腸炎弧菌 ,D,
110,2021/10/2,食品科學概論,61,"某種水果之品質劣變反應的 Q10（溫度係數）為 1.6，則該水果於30℃的品質劣變速率是
10℃的多少倍？",0.8,1.6,2.56,3.2,C,
110,2021/11/6,食品科學概論,62,遭受到化學物質汙染會導致食品品質劣變，下列何者不屬於化學物質汙染之因素？,農藥,戴奧辛,紫外線,塑化劑,C,
110,2021/10/2,食品科學概論,62,下列那種產品是利用微生物發酵技術製得？,果凍,皮蛋,米醋,蔗糖 ,C,
110,2021/11/6,食品科學概論,63,澱粉粒與足夠的⽔加熱⾄75℃以上時，會吸⽔而膨潤，此為何種現象？,糊化,老化,氧化,脂化,A,
110,2021/10/2,食品科學概論,63,下列食品與主要發酵菌種的組合中，何者是錯誤？,泡菜-醋酸菌,韓式泡菜-乳酸菌,啤酒-酵母,納豆-納豆菌,A,
110,2021/11/6,食品科學概論,64,下列何種魚肉的成分與罐壁產生化學作用，造成⽔產罐頭容易產生⿊變？,鋅化物,氧化三甲胺,組胺酸,硫化物,D,
110,2021/10/2,食品科學概論,64,"食品中的油脂受到物理、化學或微生物作用，發生氧化水解而產生的異味、異臭現象，
稱之為？",腐敗,褐變,酸敗,老化,C,
110,2021/11/6,食品科學概論,65,在食品工業中，若要去除牛乳殺菌的殘留H2O2，應採用下列何種微生物酶？,蛋白酶,凝乳酶,過氧化氫酶,轉化酶,C,
110,2021/10/2,食品科學概論,65,下列何者發生化學變化時，會導致冷凍鮪魚凍燒的現象？,脂質,蛋白質,維生素,碳水化合物,A,
110,2021/11/6,食品科學概論,66,在牛奶殺菌法中，UHT的條件最接近下列何者？,63℃，30分鐘,121℃，10分鐘,135℃，2秒,72℃，15秒,C,
110,2021/10/2,食品科學概論,66,有關食品在冷藏與冷凍過程中所造成品質變化之形成原因，下列何者正確？,由於澱粉老化造成滴液流失,食品中蛋白質變性造成凍燒現象,肉類自家消化作用造成肉質老化,脂質氧化造成油燒現象,D,
110,2021/11/6,食品科學概論,67,下列有關食品業者應設立食品安全管制系統（HACCP）工作小組之敘述，何者不正確？,管制小組成員⾄少三人,管制小組成員，其中負責人或其授權人為必要之成員,管制小組成員應接受HACCP訓練機關（構）辦理之相關課程並領有合格證書者,管制小組成員中⾄少二人應具備食品技師證書 ,D,
110,2021/10/2,食品科學概論,67,製作啤酒時使用大麥芽的目的為何？,提供澱粉水解酶,增加苦澀味,增進色澤,降低糖度,A,
110,2021/11/6,食品科學概論,68,下列有關灰化的敘述何者是錯誤的？,主要用於礦物質分析,微波灰化不用添加任何試劑,濕式灰化需要氧化劑,乾式灰化會有揮發性物質的損失,B,
110,2021/10/2,食品科學概論,68,下列何者不屬於常見之環境荷爾蒙？,多氯聯苯,聚乙烯,壬基苯酚,烷基酚 ,B,
110,2021/11/6,食品科學概論,69,包冰作用可以？,在食品降溫時實施可加速食品冷凍,在食品凍結後實施可防止食品氧化,作為急速冷凍前處理可分離食品顆粒,以上皆非,B,
110,2021/10/2,食品科學概論,69,金針菇乾製品添加亞硫酸鹽用量，以二氧化硫殘留量計，應在多少 ppm 以下？,2000,3000,4000,5000,C,
110,2021/11/6,食品科學概論,70,在冷凍加工法，下列何種介質為二次冷媒？,氨氣,氯化⼄烯,丙二醇,Freon-12,C,
110,2021/10/2,食品科學概論,70,由原料乳製造奶粉時，要進行 a.濃縮 b.乾燥 c.標準化 d.殺菌，其加工步驟為？,abcd,dcba,dacb,cdab,D,
110,2021/11/6,食品科學概論,71,我國「基因改造食品查驗登記」的主管機關是？,行政院農業委員會,行政院衛生福利部,行政院科技部,由以上三個部會會同審議,B,
110,2021/10/2,食品科學概論,71,我國目前管理基因改造食品之法律依據為：,健康食品管理法,食品安全衛生管理法,基因改造食品管理法,基因改造作物輸出入許可辦法,B,
110,2021/11/6,食品科學概論,72,有關河豚毒素之敘述，下列何者錯誤？,河豚毒素具耐熱性,100℃加熱30分鐘無法破壞所有河豚毒素,不易被強酸或鹼破壞,在河豚之內臟組織多少均含有毒物質，⼀般而⾔卵巢、肝臟係屬劇毒,C,
110,2021/10/2,食品科學概論,72,我國食品良好衛生規範準則中，對於外包裝材料之用詞定義下列何者錯誤？,食品之標籤,食品之紙箱,食品之直接接觸覆蓋物,食品之捆包材料,C,
110,2021/11/6,食品科學概論,73,下列何種醣類不與菲林試劑產生反應？,葡萄糖,乳糖,麥芽糖,蔗糖 ,D,
110,2021/10/2,食品科學概論,73,"在我國「生鮮蛋品洗選作業指引」中，下列敘述何者正確？ a.洗蛋主要目的是要降低沙
門氏菌污染 b.洗蛋可採用濕式浸泡、沖洗或乾式刷洗等方式進行 c.洗蛋用水，水溫宜
維持在40℃以上，並至少應高於蛋品溫度 5℃以上 d.洗蛋後可使用，可供食品使用之原
料或食品添加物之油蠟，進行包覆處理",ac,ab,ad,acd ,C,
110,2021/11/6,食品科學概論,74,下列何者是⽔梨削⽪後，在室溫放置容易變色的原因？,油脂氧化,梅納反應,酵素性褐變,非酵素性褐變,C,
110,2021/10/2,食品科學概論,74,"將澱粉經過加水及加熱後，置於 4℃冷藏溫度下時會導致組織變硬的情形，下列何者最適
合說明此現象？",變性,熟成,老化,凝膠化,C,
110,2021/11/6,食品科學概論,75,下列對萃取之的敘述，何者有誤？,食品工廠的萃取以固-液萃取居多，液-液萃取較少,固-液萃取之後，通常分成萃取液和殘渣二個部份,萃取過程中包括萃取物的溶解與擴散作用，所以溫度不會影響萃取率,萃取花生油可以正己烷為溶劑，萃取咖啡可以⽔為溶劑,C,
110,2021/10/2,食品科學概論,75,有關食品業者之檢驗及量測管制，下列規定何者錯誤？,"設有檢驗場所者，應具有足夠空間及檢驗設備，供進行品質管制及衛生管理相關檢
驗工作",衛生管理相關檢驗工作，得委託具公信力的研究或檢驗機構辦理,測定、控制或紀錄之測量器或記錄儀，要定期校正其準確性,微生物檢驗可一併設於一般檢驗場所內，無須隔離,D,
110,2021/11/6,食品科學概論,76,"⼀般物料在乾燥過程中，臨界⽔分含量（critical moisture content）會發生在乾燥速率曲線
上的那⼀期？",恆率乾燥期進入第⼀減率乾燥期,第⼀減率乾燥期進入第二減率乾燥期,第二減率乾燥期進入乾燥終點,預熱期進入恆率乾燥期,A,
110,2021/10/2,食品科學概論,76,"由原料乳製造鮮奶時，要進行 1標準化、2均質、3牛乳檢查、4殺菌、5充填包裝，其加
工步驟為：",31245,14325,13425,34125,A,
110,2021/11/6,食品科學概論,77,市售魚丸的製程中，下列哪個製程可去除酵素、胺、尿素等具腥臭味之物質？,⽔漂,擂潰,除筋,加熱成形,A,
110,2021/10/2,食品科學概論,77,下列何種加工處理不會造成蛋白質的變性？,加熱,加壓,輻射照射,加水,D,
110,2021/11/6,食品科學概論,78,有關豬隻屠宰後形成⽔化肉（watery pork）的敘述，下列何者錯誤？,又稱為⽔樣肉,肉的表面蒼白、質地軟化,會有大量解凍滴液產生,因屠宰前掙扎使肝醣耗盡，無法生成乳酸，以致於pH無法下降所致 ,D,
110,2021/10/2,食品科學概論,78,有容器或包裝之食品，不需標示出製造廠商之下列何種資訊？,地址,電話號碼,郵政信箱,名稱 ,C,
110,2021/11/6,食品科學概論,79,下列何者不是常使用於氣相層析儀的偵測器？,熱傳導偵測器（thermal conductivity detector）,折射率偵測器（refractive index detector）,焰式游離偵測器（flame ionization detector）,電⼦捕獲偵測器（electron capture detector）,B,
110,2021/10/2,食品科學概論,79,水煮後的粉圓，置於冷藏庫中會發生組織變硬的現象，主要是因為澱粉發生何種反應？,氧化,回凝,糊化,水解,B,
110,2021/11/6,食品科學概論,80,食品工廠使用的油炸油最好選用那⼀種油？,大豆沙拉油,氫化油,橄欖油,"豬油 
 
 
 
以 下 空 白",B,
110,2021/10/2,食品科學概論,80,"TQF 管理技術規範，品質管制委員會負責食品安全管理制度之人員，至少每三年應接受
HACCP 有關之專業訓練，累計受訓時數達多少小時以上？",8,12,16,"24 
 
 
 
以 下 空 白",B,
113,2024/4/20,保健食品概論,1,"下列哪些是具有抗疲勞功效的支鏈胺基酸？1. Leucine, 2. Isoleucine, 3. Arginine, 4. Valine, 
5. Glycine",1、2、3、4,1、3、5,2、3、4、5,1、2、4,D,
113,2024/10/19,保健食品概論,1,下列何者不屬於健康食品之保健功效成分鑑定報告及檢驗方法之規範事項？,成分應具有明確之保健功效成分,鑑定報告應包括保健功效成分之定性及定量試驗結果,僅依特定文獻敘述的檢驗方法檢驗,"在現有技術下無法確定有效功效成分者，應列舉具該保健功效之各項原料或佐證
文獻",C,
113,2024/4/20,保健食品概論,2,何者不是可宣稱「低」、「少」、「薄」、「微」或「略含」之營養素？,熱量,飽和脂肪,反式脂肪,膽固醇,C,
113,2024/10/19,保健食品概論,2,乳酸菌通過健康食品最多的三項目是？,胃腸道保健，護肝，抗過敏,胃腸道保健，抗過敏，調節免疫,免疫調節，胃腸道保健，降血脂,抗感染，抗過敏，免疫調節,B,
113,2024/4/20,保健食品概論,3,下列有關健康食品之營養成分標示內容，下列何者敘述錯誤？,熱量（大卡）,脂肪（公克）,蛋白質（公克）,碳水化合物（毫克）,D,
113,2024/10/19,保健食品概論,3,國內目前取得健康食品認證的產品，膳食補充劑型態那個類別最多？,錠劑,粉末,膠囊,以上皆非,C,
113,2024/4/20,保健食品概論,4,有關維生素類的營養補充食品，以下何者為非？,原料以進口為主,受到法規要求僅能於特定銷售通路如藥局或藥妝店販賣,近年來產值持續成長,維生素 B 群產品為大宗,B,
113,2024/10/19,保健食品概論,4,"某公司製造之複方食品添加物含有以下4種營養添加劑： 
單方食品添加物名稱 使用食品範圍 
硒酸鈉 可使用於各類食品 
葡萄糖酸錳 1.膠囊狀、錠狀食品 2.⼀般食品 3.嬰兒(輔助)食品 
L-肉酸 1.膠囊狀、錠狀食品 2.特殊營養食品 
脂肪酸磷酸鈉 特殊營養食品 
請問該複方食品添加物可用的食品範圍為何？",各類食品,膠囊狀、錠狀食品,特殊營養食品,膠囊狀、錠狀食品及特殊營養食品,C,
